Date,Value
1990-08-31,15.75415
1990-09-30,15.83707
1990-10-31,16.16873
1990-11-30,16.417479999999998
1990-12-31,16.5004
1991-01-31,16.74915
1991-02-28,16.74915
1991-03-31,16.66623
1991-04-30,16.74915
1991-05-31,16.91498
1991-06-30,17.32956
1991-07-31,17.74415
1991-08-31,17.9929
1991-09-30,18.32456
1991-10-31,18.4904
1991-11-30,18.65623
1991-12-31,18.65623
1992-01-31,18.90498
1992-02-29,18.9879
1992-03-31,18.9879
1992-04-30,19.15373
1992-05-31,19.40248
1992-06-30,19.56831
1992-07-31,20.06581
1992-08-31,20.06581
1992-09-30,20.14873
1992-10-31,20.23164
1992-11-30,20.23164
1992-12-31,20.14873
1993-01-31,19.98289
1993-02-28,19.98289
1993-03-31,20.14873
1993-04-30,20.31456
1993-05-31,20.39748
1993-06-30,20.72914
1993-07-31,20.97789
1993-08-31,21.22664
1993-09-30,21.47539
1993-10-31,21.72414
1993-11-30,21.97289
1993-12-31,21.88997
1994-01-31,21.80706
1994-02-28,21.97289
1994-03-31,22.13873
1994-04-30,22.30456
1994-05-31,22.55331
1994-06-30,22.96789
1994-07-31,23.29956
1994-08-31,23.54831
1994-09-30,23.87997
1994-10-31,23.96289
1994-11-30,24.12872
1994-12-31,23.96289
1995-01-31,23.96289
1995-02-28,24.12872
1995-03-31,24.29456
1995-04-30,24.46039
1995-05-31,24.87497
1995-06-30,25.37247
1995-07-31,25.95289
1995-08-31,26.11872
1995-09-30,26.28455
1995-10-31,26.45039
1995-11-30,26.61622
1995-12-31,26.28455
1996-01-31,26.11872
1996-02-29,26.20164
1996-03-31,26.45039
1996-04-30,26.86497
1996-05-31,27.19664
1996-06-30,27.61122
1996-07-31,28.10872
1996-08-31,28.44038
1996-09-30,28.5233
1996-10-31,28.68913
1996-11-30,28.93788
1996-12-31,29.0208
1997-01-31,29.0208
1997-02-28,29.0208
1997-03-31,29.10372
1997-04-30,29.35247
1997-05-31,29.18663
1997-06-30,29.43538
1997-07-31,29.68413
1997-08-31,29.76705
1997-09-30,29.93288
1997-10-31,30.26455
1997-11-30,30.34747
1997-12-31,30.84496
1998-01-31,31.83996
1998-02-28,31.67413
1998-03-31,31.5083
1998-04-30,31.75705
1998-05-31,32.25455
1998-06-30,33.08371
1998-07-31,34.07871
1998-08-31,34.24454
1998-09-30,34.82496
1998-10-31,35.90288
1998-11-30,36.31746
1998-12-31,35.57121
1999-01-31,34.82496
1999-02-28,34.41038
1999-03-31,34.327459999999995
1999-04-30,34.41038
1999-05-31,34.74204
1999-06-30,34.82496
1999-07-31,35.15663
1999-08-31,35.32246
1999-09-30,35.57121
1999-10-31,36.23454
1999-11-30,36.31746
1999-12-31,35.73704
2000-01-31,35.73704
2000-02-29,35.65413
2000-03-31,35.98579
2000-04-30,36.31746
2000-05-31,36.48329
2000-06-30,36.64912
2000-07-31,36.89788
2000-08-31,36.73204
